"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Ashford","0901501430",2010,"18 years and over","Number","Drug Arrests",2
"Ashford","0901501430",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",5.96
"Ashford","0901501430",2010,"18 years and over","Rate (per 10,000)","Margins of Error",0.59
"Ashford","0901501430",2011,"Total","Number","Drug Arrests",6
"Ashford","0901501430",2011,"Total","Rate (per 10,000)","Drug Arrests",13.92
"Ashford","0901501430",2011,"Total","Rate (per 10,000)","Margins of Error",0.08
"Ashford","0901501430",2011,"10 years and over","Number","Drug Arrests",6
"Ashford","0901501430",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",15.74
"Ashford","0901501430",2011,"10 years and over","Rate (per 10,000)","Margins of Error",1.53
"Ashford","0901501430",2011,"10 to 17 years","Number","Drug Arrests",2
"Ashford","0901501430",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",46.19
"Ashford","0901501430",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",10.94
"Ashford","0901501430",2011,"18 to 24 years","Number","Drug Arrests",3
"Ashford","0901501430",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",62.5
"Ashford","0901501430",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",17.22
"Ashford","0901501430",2011,"18 years and over","Number","Drug Arrests",4
"Ashford","0901501430",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",11.84
"Ashford","0901501430",2011,"18 years and over","Rate (per 10,000)","Margins of Error",1.24
"Ashford","0901501430",2012,"Total","Number","Drug Arrests",3
"Ashford","0901501430",2012,"Total","Rate (per 10,000)","Drug Arrests",6.97
"Ashford","0901501430",2012,"Total","Rate (per 10,000)","Margins of Error",0.03
"Ashford","0901501430",2012,"10 years and over","Number","Drug Arrests",3
"Ashford","0901501430",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",7.85
"Ashford","0901501430",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.67
"Ashford","0901501430",2012,"10 to 17 years","Number","Drug Arrests",0
"Ashford","0901501430",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2012,"18 to 24 years","Number","Drug Arrests",0
"Ashford","0901501430",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2012,"18 years and over","Number","Drug Arrests",3
"Ashford","0901501430",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",8.87
"Ashford","0901501430",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0.8
"Ashford","0901501430",2013,"Total","Number","Drug Arrests",2
"Ashford","0901501430",2013,"Total","Rate (per 10,000)","Drug Arrests",4.65
"Ashford","0901501430",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Ashford","0901501430",2013,"10 years and over","Number","Drug Arrests",2
"Ashford","0901501430",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",5.15
"Ashford","0901501430",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.44
"Ashford","0901501430",2013,"10 to 17 years","Number","Drug Arrests",0
"Ashford","0901501430",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2013,"18 to 24 years","Number","Drug Arrests",1
"Ashford","0901501430",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",24.39
"Ashford","0901501430",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",6.87
"Ashford","0901501430",2013,"18 years and over","Number","Drug Arrests",2
"Ashford","0901501430",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",5.92
"Ashford","0901501430",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.53
"Ashford","0901501430",2014,"Total","Number","Drug Arrests",2
"Ashford","0901501430",2014,"Total","Rate (per 10,000)","Drug Arrests",4.65
"Ashford","0901501430",2014,"Total","Rate (per 10,000)","Margins of Error",0.02
"Ashford","0901501430",2014,"10 years and over","Number","Drug Arrests",2
"Ashford","0901501430",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",5.06
"Ashford","0901501430",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.41
"Ashford","0901501430",2014,"10 to 17 years","Number","Drug Arrests",0
"Ashford","0901501430",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2014,"18 to 24 years","Number","Drug Arrests",0
"Ashford","0901501430",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2014,"18 years and over","Number","Drug Arrests",2
"Ashford","0901501430",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",5.87
"Ashford","0901501430",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0.5
"Ashford","0901501430",2015,"Total","Number","Drug Arrests",1
"Ashford","0901501430",2015,"Total","Rate (per 10,000)","Drug Arrests",2.34
"Ashford","0901501430",2015,"Total","Rate (per 10,000)","Margins of Error",0.01
"Ashford","0901501430",2015,"10 years and over","Number","Drug Arrests",1
"Ashford","0901501430",2015,"10 years and over","Rate (per 10,000)","Drug Arrests",2.58
"Ashford","0901501430",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.21
"Ashford","0901501430",2015,"10 to 17 years","Number","Drug Arrests",0
"Ashford","0901501430",2015,"10 to 17 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2015,"18 to 24 years","Number","Drug Arrests",0
"Ashford","0901501430",2015,"18 to 24 years","Rate (per 10,000)","Drug Arrests",0
"Ashford","0901501430",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2015,"18 years and over","Number","Drug Arrests",1
"Ashford","0901501430",2015,"18 years and over","Rate (per 10,000)","Drug Arrests",2.94
"Ashford","0901501430",2015,"18 years and over","Rate (per 10,000)","Margins of Error",0.25
"Avon","0900302060",2010,"Total","Number","Drug Arrests",38
"Avon","0900302060",2010,"Total","Rate (per 10,000)","Drug Arrests",21.5
"Avon","0900302060",2010,"Total","Rate (per 10,000)","Margins of Error",0.03
"Avon","0900302060",2010,"10 years and over","Number","Drug Arrests",38
"Avon","0900302060",2010,"10 years and over","Rate (per 10,000)","Drug Arrests",24.58
"Avon","0900302060",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.04
"Avon","0900302060",2010,"10 to 17 years","Number","Drug Arrests",12
"Avon","0900302060",2010,"10 to 17 years","Rate (per 10,000)","Drug Arrests",47.47
"Avon","0900302060",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",4.94
"Avon","0900302060",2010,"18 to 24 years","Number","Drug Arrests",17
"Avon","0900302060",2010,"18 to 24 years","Rate (per 10,000)","Drug Arrests",218.51
"Avon","0900302060",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",46.97
"Avon","0900302060",2010,"18 years and over","Number","Drug Arrests",26
"Avon","0900302060",2010,"18 years and over","Rate (per 10,000)","Drug Arrests",20.11
"Avon","0900302060",2010,"18 years and over","Rate (per 10,000)","Margins of Error",0.93
"Avon","0900302060",2011,"Total","Number","Drug Arrests",25
"Avon","0900302060",2011,"Total","Rate (per 10,000)","Drug Arrests",14
"Avon","0900302060",2011,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2011,"10 years and over","Number","Drug Arrests",25
"Avon","0900302060",2011,"10 years and over","Rate (per 10,000)","Drug Arrests",16.16
"Avon","0900302060",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.74
"Avon","0900302060",2011,"10 to 17 years","Number","Drug Arrests",5
"Avon","0900302060",2011,"10 to 17 years","Rate (per 10,000)","Drug Arrests",21.2
"Avon","0900302060",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.49
"Avon","0900302060",2011,"18 to 24 years","Number","Drug Arrests",15
"Avon","0900302060",2011,"18 to 24 years","Rate (per 10,000)","Drug Arrests",162.69
"Avon","0900302060",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",33.47
"Avon","0900302060",2011,"18 years and over","Number","Drug Arrests",20
"Avon","0900302060",2011,"18 years and over","Rate (per 10,000)","Drug Arrests",15.25
"Avon","0900302060",2011,"18 years and over","Rate (per 10,000)","Margins of Error",0.75
"Avon","0900302060",2012,"Total","Number","Drug Arrests",21
"Avon","0900302060",2012,"Total","Rate (per 10,000)","Drug Arrests",11.63
"Avon","0900302060",2012,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2012,"10 years and over","Number","Drug Arrests",21
"Avon","0900302060",2012,"10 years and over","Rate (per 10,000)","Drug Arrests",13.28
"Avon","0900302060",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.6
"Avon","0900302060",2012,"10 to 17 years","Number","Drug Arrests",6
"Avon","0900302060",2012,"10 to 17 years","Rate (per 10,000)","Drug Arrests",23.78
"Avon","0900302060",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",2.74
"Avon","0900302060",2012,"18 to 24 years","Number","Drug Arrests",8
"Avon","0900302060",2012,"18 to 24 years","Rate (per 10,000)","Drug Arrests",89.99
"Avon","0900302060",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",18.15
"Avon","0900302060",2012,"18 years and over","Number","Drug Arrests",15
"Avon","0900302060",2012,"18 years and over","Rate (per 10,000)","Drug Arrests",11.29
"Avon","0900302060",2012,"18 years and over","Rate (per 10,000)","Margins of Error",0.55
"Avon","0900302060",2013,"Total","Number","Drug Arrests",6
"Avon","0900302060",2013,"Total","Rate (per 10,000)","Drug Arrests",3.3
"Avon","0900302060",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2013,"10 years and over","Number","Drug Arrests",6
"Avon","0900302060",2013,"10 years and over","Rate (per 10,000)","Drug Arrests",3.74
"Avon","0900302060",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.17
"Avon","0900302060",2013,"10 to 17 years","Number","Drug Arrests",1
"Avon","0900302060",2013,"10 to 17 years","Rate (per 10,000)","Drug Arrests",4.19
"Avon","0900302060",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0.47
"Avon","0900302060",2013,"18 to 24 years","Number","Drug Arrests",2
"Avon","0900302060",2013,"18 to 24 years","Rate (per 10,000)","Drug Arrests",22.91
"Avon","0900302060",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",4.52
"Avon","0900302060",2013,"18 years and over","Number","Drug Arrests",5
"Avon","0900302060",2013,"18 years and over","Rate (per 10,000)","Drug Arrests",3.66
"Avon","0900302060",2013,"18 years and over","Rate (per 10,000)","Margins of Error",0.18
"Avon","0900302060",2014,"Total","Number","Drug Arrests",9
"Avon","0900302060",2014,"Total","Rate (per 10,000)","Drug Arrests",4.92
"Avon","0900302060",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Avon","0900302060",2014,"10 years and over","Number","Drug Arrests",9
"Avon","0900302060",2014,"10 years and over","Rate (per 10,000)","Drug Arrests",5.63
"Avon","0900302060",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.25
"Avon","0900302060",2014,"10 to 17 years","Number","Drug Arrests",3
"Avon","0900302060",2014,"10 to 17 years","Rate (per 10,000)","Drug Arrests",13.15
"Avon","0900302060",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",1.54
"Avon","0900302060",2014,"18 to 24 years","Number","Drug Arrests",3
"Avon","0900302060",2014,"18 to 24 years","Rate (per 10,000)","Drug Arrests",34.92
"Avon","0900302060",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",7.04
"Avon","0900302060",2014,"18 years and over","Number","Drug Arrests",6
"Avon","0900302060",2014,"18 years and over","Rate (per 10,000)","Drug Arrests",4.38
"Avon","0900302060",2014,"18 years and over","Rate (per 10,000)","Margins of Error",0.21
"Avon","0900302060",2015,"Total","Number","Drug Arrests",8
"Avon","0900302060",2015,"Total","Rate (per 10,000)","Drug Arrests",4.36
"Avon","0900302060",2015,"Total","Rate (per 10,000)","Margins of Error",0.01
